1,126,1E-1,1,37,60,37,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,126,1E-1,1,64,71,96,0,0,0,9,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7
4,126,1E-1,1,100,90,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
5,126,1E-1,1,58,58,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,126,1E-1,1,0,49,52,0,0,0,0,0,0,0,0,0,26,0,0,0,37,0,31,0,0,0,0,0
7,126,1E-1,1,18,11,21,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,24
8,126,1E-1,1,51,63,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,126,1E-1,1,100,58,42,0,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,0
10,126,1E-1,1,6,49,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
11,126,1E-1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,96,0,0,0,0
12,126,1E-1,1,51,48,48,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
13,126,1E-1,1,81,77,77,0,0,0,66,72,0,0,0,100,22,0,0,0,0,0,0,52,0,0,96,63
16,126,1E-1,1,64,31,34,0,0,11,22,36,0,0,0,0,24,0,0,0,0,0,0,25,0,0,0,27
17,126,1E-1,1,41,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,126,1E-1,1,53,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,11,0,0
19,126,1E-1,1,61,16,35,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
20,126,1E-1,1,66,40,52,0,0,0,0,0,0,0,0,0,28,0,0,0,0,13,0,0,0,0,0,25
21,126,1E-1,1,92,80,36,0,0,0,57,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,53
22,126,1E-1,1,29,38,58,100,56,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,126,1E-1,1,54,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
24,126,1E-1,1,77,47,53,0,0,0,16,0,0,0,0,0,0,25,0,0,27,0,0,0,0,0,0,14
25,126,1E-1,1,54,39,30,0,0,14,43,0,0,70,19,0,33,36,0,0,35,0,29,0,26,0,0,72
26,126,1E-1,1,63,44,39,0,0,0,14,2,0,0,0,20,0,0,14,0,0,0,12,0,0,0,0,39
27,126,1E-1,1,78,73,24,0,0,0,77,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,24,78
28,126,1E-1,1,22,72,23,0,0,0,33,0,0,0,35,0,0,0,0,0,0,0,0,0,31,43,70,0
29,126,1E-1,1,76,15,74,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,126,1E-1,1,61,37,61,100,0,0,0,0,0,0,0,0,4,0,0,0,30,9,0,44,0,0,0,47
31,126,1E-1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,126,1E-1,1,93,19,17,0,0,0,0,0,12,0,0,0,57,11,0,0,25,0,0,0,0,0,0,0
33,126,1E-1,1,9,19,81,100,100,0,100,100,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
34,126,1E-1,1,44,47,47,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,126,1E-1,1,58,5,3,0,0,0,10,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,45
36,126,1E-1,1,69,53,36,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,126,1E-1,1,62,35,31,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,28
38,126,1E-1,1,76,36,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
39,126,1E-1,1,35,92,13,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,12,0
40,126,1E-1,1,76,76,78,100,0,0,0,0,0,0,90,0,61,0,32,0,0,46,0,0,0,0,0,33
